GO.ID	Term	Annotated	Significant	Expected	Fisher
836	GO:0051260	protein homooligomerization	3	0	0	1.0000
837	GO:0051261	protein depolymerization	8	0	0.01	1.0000
838	GO:0051273	beta-glucan metabolic process	24	0	0.03	1.0000
839	GO:0051274	beta-glucan biosynthetic process	24	0	0.03	1.0000
840	GO:0051276	chromosome organization	43	0	0.05	1.0000
841	GO:0051301	cell division	12	0	0.01	1.0000
842	GO:0051304	chromosome separation	6	0	0.01	1.0000
843	GO:0051306	mitotic sister chromatid separation	5	0	0.01	1.0000
844	GO:0051336	regulation of hydrolase activity	3	0	0	1.0000
845	GO:0051347	positive regulation of transferase activ...	3	0	0	1.0000
846	GO:0051493	regulation of cytoskeleton organization	11	0	0.01	1.0000
847	GO:0051603	proteolysis involved in cellular protein...	54	0	0.07	1.0000
848	GO:0051604	protein maturation	13	0	0.02	1.0000
849	GO:0051606	detection of stimulus	3	0	0	1.0000
850	GO:0051640	organelle localization	14	0	0.02	1.0000
851	GO:0051641	cellular localization	167	0	0.21	1.0000
852	GO:0051649	establishment of localization in cell	145	0	0.18	1.0000
853	GO:0051651	maintenance of location in cell	4	0	0	1.0000
854	GO:0051656	establishment of organelle localization	3	0	0	1.0000
855	GO:0051668	localization within membrane	25	0	0.03	1.0000
856	GO:0051707	response to other organism	3	0	0	1.0000
857	GO:0051716	cellular response to stimulus	266	0	0.33	1.0000
858	GO:0051783	regulation of nuclear division	3	0	0	1.0000
859	GO:0051784	negative regulation of nuclear division	3	0	0	1.0000
860	GO:0051983	regulation of chromosome segregation	5	0	0.01	1.0000
861	GO:0051985	negative regulation of chromosome segreg...	3	0	0	1.0000
862	GO:0052646	alditol phosphate metabolic process	5	0	0.01	1.0000
863	GO:0055082	cellular chemical homeostasis	8	0	0.01	1.0000
864	GO:0055085	transmembrane transport	407	0	0.51	1.0000
865	GO:0055086	nucleobase-containing small molecule met...	116	0	0.14	1.0000
866	GO:0060236	regulation of mitotic spindle organizati...	3	0	0	1.0000
867	GO:0061024	membrane organization	10	0	0.01	1.0000
868	GO:0061919	process utilizing autophagic mechanism	10	0	0.01	1.0000
869	GO:0065002	intracellular protein transmembrane tran...	12	0	0.01	1.0000
870	GO:0065003	protein-containing complex assembly	47	0	0.06	1.0000
871	GO:0065004	protein-DNA complex assembly	12	0	0.01	1.0000
872	GO:0065008	regulation of biological quality	104	0	0.13	1.0000
873	GO:0070085	glycosylation	45	0	0.06	1.0000
874	GO:0070507	regulation of microtubule cytoskeleton o...	4	0	0	1.0000
875	GO:0070585	protein localization to mitochondrion	4	0	0	1.0000
876	GO:0070646	protein modification by small protein re...	9	0	0.01	1.0000
877	GO:0070647	protein modification by small protein co...	67	0	0.08	1.0000
878	GO:0070726	cell wall assembly	4	0	0	1.0000
879	GO:0070727	cellular macromolecule localization	118	0	0.15	1.0000
880	GO:0070887	cellular response to chemical stimulus	4	0	0	1.0000
881	GO:0070925	organelle assembly	12	0	0.01	1.0000
882	GO:0070972	protein localization to endoplasmic reti...	21	0	0.03	1.0000
883	GO:0071103	DNA conformation change	8	0	0.01	1.0000
884	GO:0071173	spindle assembly checkpoint signaling	3	0	0	1.0000
885	GO:0071174	mitotic spindle checkpoint signaling	3	0	0	1.0000
886	GO:0071496	cellular response to external stimulus	8	0	0.01	1.0000
887	GO:0071554	cell wall organization or biogenesis	33	0	0.04	1.0000
888	GO:0071555	cell wall organization	16	0	0.02	1.0000
889	GO:0071668	plant-type cell wall assembly	4	0	0	1.0000
890	GO:0071669	plant-type cell wall organization or bio...	5	0	0.01	1.0000
891	GO:0071702	organic substance transport	198	0	0.25	1.0000
892	GO:0071705	nitrogen compound transport	171	0	0.21	1.0000
893	GO:0071805	potassium ion transmembrane transport	23	0	0.03	1.0000
894	GO:0071806	protein transmembrane transport	12	0	0.01	1.0000
895	GO:0071824	protein-DNA complex subunit organization	13	0	0.02	1.0000
896	GO:0071826	ribonucleoprotein complex subunit organi...	9	0	0.01	1.0000
897	GO:0071897	DNA biosynthetic process	3	0	0	1.0000
898	GO:0071941	nitrogen cycle metabolic process	4	0	0	1.0000
899	GO:0072329	monocarboxylic acid catabolic process	3	0	0	1.0000
900	GO:0072330	monocarboxylic acid biosynthetic process	51	0	0.06	1.0000
901	GO:0072348	sulfur compound transport	9	0	0.01	1.0000
902	GO:0072350	tricarboxylic acid metabolic process	4	0	0	1.0000
903	GO:0072488	ammonium transmembrane transport	4	0	0	1.0000
904	GO:0072521	purine-containing compound metabolic pro...	79	0	0.1	1.0000
905	GO:0072522	purine-containing compound biosynthetic ...	35	0	0.04	1.0000
906	GO:0072524	pyridine-containing compound metabolic p...	9	0	0.01	1.0000
907	GO:0072525	pyridine-containing compound biosyntheti...	9	0	0.01	1.0000
908	GO:0072527	pyrimidine-containing compound metabolic...	21	0	0.03	1.0000
909	GO:0072528	pyrimidine-containing compound biosynthe...	19	0	0.02	1.0000
910	GO:0072593	reactive oxygen species metabolic proces...	6	0	0.01	1.0000
911	GO:0072594	establishment of protein localization to...	30	0	0.04	1.0000
912	GO:0072595	maintenance of protein localization in o...	4	0	0	1.0000
913	GO:0072599	establishment of protein localization to...	17	0	0.02	1.0000
914	GO:0072655	establishment of protein localization to...	4	0	0	1.0000
915	GO:0072657	protein localization to membrane	24	0	0.03	1.0000
916	GO:0072662	protein localization to peroxisome	6	0	0.01	1.0000
917	GO:0072663	establishment of protein localization to...	6	0	0.01	1.0000
918	GO:0080134	regulation of response to stress	3	0	0	1.0000
919	GO:0090066	regulation of anatomical structure size	9	0	0.01	1.0000
920	GO:0090150	establishment of protein localization to...	24	0	0.03	1.0000
921	GO:0090224	regulation of spindle organization	3	0	0	1.0000
922	GO:0090407	organophosphate biosynthetic process	93	0	0.12	1.0000
923	GO:0097354	prenylation	4	0	0	1.0000
924	GO:0097435	supramolecular fiber organization	21	0	0.03	1.0000
925	GO:0098542	defense response to other organism	3	0	0	1.0000
926	GO:0098655	cation transmembrane transport	32	0	0.04	1.0000
927	GO:0098656	anion transmembrane transport	6	0	0.01	1.0000
928	GO:0098660	inorganic ion transmembrane transport	33	0	0.04	1.0000
929	GO:0098662	inorganic cation transmembrane transport	32	0	0.04	1.0000
930	GO:0106380	purine ribonucleotide salvage	3	0	0	1.0000
931	GO:0110053	regulation of actin filament organizatio...	7	0	0.01	1.0000
932	GO:0140014	mitotic nuclear division	12	0	0.01	1.0000
933	GO:0140029	exocytic process	10	0	0.01	1.0000
934	GO:0140056	organelle localization by membrane tethe...	11	0	0.01	1.0000
935	GO:0140352	export from cell	28	0	0.03	1.0000
936	GO:0140694	non-membrane-bounded organelle assembly	7	0	0.01	1.0000
937	GO:1901071	glucosamine-containing compound metaboli...	10	0	0.01	1.0000
938	GO:1901072	glucosamine-containing compound cataboli...	10	0	0.01	1.0000
939	GO:1901135	carbohydrate derivative metabolic proces...	178	0	0.22	1.0000
940	GO:1901136	carbohydrate derivative catabolic proces...	19	0	0.02	1.0000
941	GO:1901137	carbohydrate derivative biosynthetic pro...	95	0	0.12	1.0000
942	GO:1901264	carbohydrate derivative transport	7	0	0.01	1.0000
943	GO:1901269	lipooligosaccharide metabolic process	3	0	0	1.0000
944	GO:1901271	lipooligosaccharide biosynthetic process	3	0	0	1.0000
945	GO:1901293	nucleoside phosphate biosynthetic proces...	49	0	0.06	1.0000
946	GO:1901361	organic cyclic compound catabolic proces...	27	0	0.03	1.0000
947	GO:1901475	pyruvate transmembrane transport	5	0	0.01	1.0000
948	GO:1901565	organonitrogen compound catabolic proces...	86	0	0.11	1.0000
949	GO:1901566	organonitrogen compound biosynthetic pro...	546	0	0.68	1.0000
950	GO:1901575	organic substance catabolic process	172	0	0.21	1.0000
951	GO:1901605	alpha-amino acid metabolic process	59	0	0.07	1.0000
952	GO:1901606	alpha-amino acid catabolic process	7	0	0.01	1.0000
953	GO:1901607	alpha-amino acid biosynthetic process	38	0	0.05	1.0000
954	GO:1901615	organic hydroxy compound metabolic proce...	23	0	0.03	1.0000
955	GO:1901617	organic hydroxy compound biosynthetic pr...	9	0	0.01	1.0000
956	GO:1901657	glycosyl compound metabolic process	15	0	0.02	1.0000
957	GO:1901658	glycosyl compound catabolic process	3	0	0	1.0000
958	GO:1901700	response to oxygen-containing compound	6	0	0.01	1.0000
959	GO:1901701	cellular response to oxygen-containing c...	3	0	0	1.0000
960	GO:1901987	regulation of cell cycle phase transitio...	9	0	0.01	1.0000
961	GO:1901988	negative regulation of cell cycle phase ...	7	0	0.01	1.0000
962	GO:1901990	regulation of mitotic cell cycle phase t...	5	0	0.01	1.0000
963	GO:1901991	negative regulation of mitotic cell cycl...	3	0	0	1.0000
964	GO:1902099	regulation of metaphase/anaphase transit...	5	0	0.01	1.0000
965	GO:1902100	negative regulation of metaphase/anaphas...	3	0	0	1.0000
966	GO:1902221	erythrose 4-phosphate/phosphoenolpyruvat...	6	0	0.01	1.0000
967	GO:1902223	erythrose 4-phosphate/phosphoenolpyruvat...	5	0	0.01	1.0000
968	GO:1902531	regulation of intracellular signal trans...	5	0	0.01	1.0000
969	GO:1902652	secondary alcohol metabolic process	3	0	0	1.0000
970	GO:1902680	positive regulation of RNA biosynthetic ...	3	0	0	1.0000
971	GO:1902850	microtubule cytoskeleton organization in...	3	0	0	1.0000
972	GO:1902903	regulation of supramolecular fiber organ...	7	0	0.01	1.0000
973	GO:1903047	mitotic cell cycle process	16	0	0.02	1.0000
974	GO:1903508	positive regulation of nucleic acid-temp...	3	0	0	1.0000
975	GO:1903509	liposaccharide metabolic process	16	0	0.02	1.0000
976	GO:1903825	organic acid transmembrane transport	27	0	0.03	1.0000
977	GO:1905037	autophagosome organization	5	0	0.01	1.0000
978	GO:1905039	carboxylic acid transmembrane transport	27	0	0.03	1.0000
979	GO:1905818	regulation of chromosome separation	5	0	0.01	1.0000
980	GO:1905819	negative regulation of chromosome separa...	3	0	0	1.0000
981	GO:1990542	mitochondrial transmembrane transport	8	0	0.01	1.0000
982	GO:2000112	regulation of cellular macromolecule bio...	7	0	0.01	1.0000
983	GO:2000113	negative regulation of cellular macromol...	5	0	0.01	1.0000
984	GO:2000816	negative regulation of mitotic sister ch...	3	0	0	1.0000
985	GO:2001057	reactive nitrogen species metabolic proc...	3	0	0	1.0000
986	GO:2001251	negative regulation of chromosome organi...	3	0	0	1.0000
